"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","NlVald","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a/ACg8ocLIdN__rka8loVt8B-uxbiP5BvHOMITOQuCdB2CYC_wdmy9Yw=w36-h36-p-rp-mo-br100","Marina Van Hoof","1 review","5 months ago","In my opinion, the hospital has not lost many feathers, but many stars. Been coming here for 25 years.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIRsgX7hOKJdVSUSXv7cN-h2hrRV_eZDBMmstYBS5z1vSTsDhe-=w36-h36-p-rp-mo-br100","Aicha Guldentops","14 reviews · 7 photos","5 months ago","Fantastic hospital, well-trained staff, from surgeon-doctor to logistical assistance in the department. You can go there for all kinds of matters, but in case of serious injuries, trauma or illness, this hospital is 'the place to be'. Peripheral hospitals may be more homely in style and more accessible, but a university hospital has knowledge that not every hospital has, because of more training and financial resources available there. Thank you for all the good care and assistance throughout the years. Hopefully I won't visit too much anymore, but if I have to go somewhere for medical care, it will be the UZA","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIbpphhNW0sOsM3RQPrRnWtzDbfFpNhszQsni2WGUugd7h4_BI=w36-h36-p-rp-mo-br100","Alejandro Rivas","1 review","5 months ago","Excellent Hospital where I did my Internal Medicine Specialty and my 2 daughters, Salome and Melanie, were born.","Translated by Google","・","See original (Spanish)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXzskuzkfh_6WXRI7kJb7auvKugyZy57IqHbaShnVZSSigUujM=w36-h36-p-rp-mo-ba3-br100","sanne de clercq","Local Guide · 56 reviews · 3 photos","5 months ago","Contacting Uza is a challenge in itself and requires a lot of patience, and occasionally they hang up because the waiting times are too long...","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUQMnrksVqP0j9l7A7QqvaSyB5UyFPS7SQ7sYPnx7kdJb4ac7AG3A=w36-h36-p-rp-mo-br100","Naomi Van Hecke","3 reviews","5 months ago","You have really lost your charms... that is anything but human here lately, we are numbers. Factory mentality","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJdyDfdxNW8csx5j9FHlzQux5pNW1VrlxS4_V6nfZ6y1k4-Yvw=w36-h36-p-rp-mo-br100","Stéphanie Revijn","12 reviews · 3 photos","5 months ago","A hospital visit is never pleasant, but a friendly welcome at the registration kiosk goes a long way. It's also never a problem on the ward or with the doctor himself.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVy4qHCQjVGv3DQpoNXJoZ0EVnbgFZooJnhcQym2eG5ymXtaXg=w36-h36-p-rp-mo-br100","Robin Remes","5 reviews","5 months ago","mentioned at previous appointment that we did not have to register. Still had to walk back and forth twice to the ground floor to register. Customer service is sad","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK4t5c30R254kzdxqDpu6ijc3nULkhKC_ehWyW9zKqXHHi9dA=w36-h36-p-rp-mo-br100","Stijn Vekemans","1 review","5 months ago","How easy would it be if there were a system like the Doctor's, where you can book the appointment yourself for what you need, that time will come and how would that happen... and scheduling appointments on the phone only ensures but it cannot be the intention to cause frustration for both the planner and the patient.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtB8gBZx-detNSrl3onFwCRceHPxZyAKRVJNZFdBMUCsKOEdiy=w36-h36-p-rp-mo-br100","Jill Platteaux","5 reviews","5 months ago","You just can't get in by phone! Disaster! What a shame for such a hospital. Do something about it!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUlvo8-n-wodXKYJ2Hb4h7_lK-p1kV_nCYqIMxwLUF_TIZ0X5QP=w36-h36-p-rp-mo-ba4-br100","Danny Lemmens","Local Guide · 20 reviews · 20 photos","5 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVeJN7m2-SlaTaybjt4M5ELp7dkveQGYJwYoOx5Z9osceXpA10=w36-h36-p-rp-mo-ba4-br100","Careltje Karel","Local Guide · 46 reviews","6 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIUdZjDNzhChp6qODsldfc9vbMCgUoP9bwqNzCQN-my5IQtkQ=w36-h36-p-rp-mo-ba2-br100","Georgiana Sandu","Local Guide · 17 reviews · 2 photos","6 months ago","The team over there(reception,nurses,DR's)...the profesionalism,everything....top! They really deserve 5 Stars... Thank you for everything!!!!","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVMvms38-47VLgTmm-1TFE2ZAlwgmWhQymUWwyXNa8ddGDXo5kq=w36-h36-p-rp-mo-ba3-br100","Anna T","Local Guide · 35 reviews · 1 photo","6 months ago","First in February on D1, then all nurses and doctors were already super friendly and helpful. Now on B2 and C2 and again really all 1 by 1 super sweet and helpful. Once again a huge thank you UZA for making difficult moments for the people as pleasant as possible!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJfm2SEbCFVUDAdhv1ksFbERJ07fBcuIhrd3OFaN_sO3WD4vSw=w36-h36-p-rp-mo-br100","Dave","4 reviews","6 months ago","Worst communication","","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJpTyBg4OQbDd4Q0k-48KPfxp1RTnwJOCM7tClAk4A7spg4LA=w36-h36-p-rp-mo-ba3-br100","Bart Schelstraete","Local Guide · 81 reviews","6 months ago","Files are not followed up, telephone lines remain inaccessible and no one takes responsibility for problems - even the ombudsman service does not live up to its (objective) foundation.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocICpi6jvUQW_nH87I6qExaAp2xUqrjOce1QizPO0hLQl3Q0Am4=w36-h36-p-rp-mo-ba4-br100","Jorn Van Rompaey","Local Guide · 96 reviews · 35 photos","Edited 6 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVczczC9rHpkotyq09LTUt3gLKZ9_POijrWx-AtlJxewQ3I2pil=w36-h36-p-rp-mo-ba5-br100","Luc Vanrutten","Local Guide · 10 reviews · 14 photos","6 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVmx6twgxA8qT-j6rXFjjOQgOGVI6Nu-axma11x-fdpCU9gTHc=w36-h36-p-rp-mo-ba3-br100","Maria De Kock","Local Guide · 12 reviews","6 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWkQl5QC_mo6XFUCV_KZkTgcCYJ3UgC4JKOVBZazq9cpZs2jp29=w36-h36-p-rp-mo-ba4-br100","Joeri Van hoyweghen","Local Guide · 82 reviews · 179 photos","6 months ago","One of the best hospitals in Antwerp. Mostly because the ZAS hospitals are horrible.
In any case this is the only hospital in Antwerp where I would go for any serious condition.","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJvjebhr1Jdtnr5nq6nehYiXkq60WXg5H9ogolctzznAyZmIg=w36-h36-p-rp-mo-br100","R N","1 review · 1 photo","6 months ago","Absolute lack of qualifications among doctors the worst doctor is a Polish gynecologist I advise you to be careful we only have problems because of her she also was not able to properly examine her patient at the end after the birth it is easy for her to take money for visits it is worse to do something properly like with the entire hospital lack of appropriate documents documents filled out incorrectly and only because of that we have problems in such a gememente as with other offices","Translated by Google","・","See original (Polish)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWLZGwDeEDrSGDlotV6mtVTxCPpep3iZZFPgV-vq8XC9yWlJucm=w36-h36-p-rp-mo-ba5-br100","Peter Robben","Local Guide · 138 reviews · 14 photos","Edited 6 months ago","Treated by plastic surgeon Dr. Thierry Tondu. Super pleasant person, extremely competent too. Almost no pain after a heavy operation, faut le faire. He does not give the impression that you are a piece of meat but on the contrary takes a lot of time for his patients. His assistants Dr. Maxime de Fre and Dr. Gizem Oner were also extremely pleasant experiences, for these two gentlemen and lady nothing but praise. The nursing staff was also extremely friendly and capable, thank you all.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWOQVEbUcNZsps7A0A3argxpFAIUUvNUOPVSWbNqIUNsVyRTSxupg=w36-h36-p-rp-mo-br100","Marleen Mees","7 reviews","Edited 6 months ago","Contacting the UZA is particularly frustrating: either you end up on a long waiting list, or your call is simply disconnected or you hear a busy signal.
That was mainly my experience with the ENDOCRINOLOGY department. I could not possibly contact the secretariat. After sending an email in which I asked the endocrinologist for advice regarding my medication, I received (of course) an automatic response in my mailbox, but nothing more. I am still waiting for a response from the doctor. Isn't the patient always entitled to advice?
Finally, I finally got through to the ombudswoman with my dissatisfaction, who actually told me that ""she could not do anything about it because the head of the department (endocrinologist) had told her that the department was understaffed."" Apparently, you can explain all possible abuses with that. A cliché. The patient is left hungry. I assumed that an ombudsman service always had to defend the patient and not the hospital. A very disappointing experience.

Doctor contacted me. Very satisfying- thank you","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJPjhB41SoJcM6QhmWI_RsaqgfCJSwI4B4qtfaF5MBRDErOGys=w36-h36-p-rp-mo-br100","kaan 75","1 photo","7 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWFuuSXig86A2knqQy72-UaFtVDtbHzYF9H0FA5mPM8-W5_2KHG=w36-h36-p-rp-mo-ba3-br100","Jaouad Antwerpen","Local Guide · 39 reviews","Edited 7 months ago","Bad staff and very unfriendly and discrimination against colored staff. I have seen that with my own eyes.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJAYD2lolaDd9B6O3oFWm-3kywqnWilhfgVN00JtXUCkeVYfA=w36-h36-p-rp-mo-ba3-br100","marleen coenen","Local Guide · 31 reviews · 1 photo","7 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUqMoxdfkby4NPWs-B6NU-TKnic4FIpTuUOPqZM6UvdX0EIFjRU=w36-h36-p-rp-mo-ba3-br100","Safiye Harmansa","Local Guide · 19 reviews · 3 photos","8 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK3_8Ka2_8cCKvq6ImrUCNoNDi6FjBXDIPKd_PJIoAWhIHc1g=w36-h36-p-rp-mo-ba2-br100","Yves De Vos","Local Guide · 17 reviews","8 months ago","It's a super good hospital. I have been being treated here for incurable lung cancer since February 2023 and have already been cared for by a great team. Without them it would have been very difficult and now I still have a good quality of life, both mentally and physically. And I will always be grateful to them...","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJiZ-n4C602CZ_VGdpU8x9diP39Yz277dWnGWYgozRQGDrxsA=w36-h36-p-rp-mo-br100","amal amoula","8 reviews","8 months ago","The hospital has competent doctors, who listen to the finest details of the patient based on my own experience, and the nurses are very kind. I sincerely thank everyone for their humanity and good treatment.👍👍 …","Translated by Google","・","See original (French)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKGUpPtF2_5tE2Qltk31YTyzDWrdbxUSrjemGrCC5aBHRMDWg=w36-h36-p-rp-mo-br100","Sali Sejdi","2 reviews","8 months ago","Gross, shitty hospital emergency, 5 hours wait for a little baby, not urgent, people really suck","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKmpBLbthPONhtmavdlC5o44i93-f7qtn7TApx_RNdF-mmdTg=w36-h36-p-rp-mo-ba4-br100","Jean Joosen","Local Guide · 126 reviews · 7 photos","8 months ago","University Hospital","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL4VS6LCUHhWuxTPFPxfZ512Zgfn_5fzF9g_Xh-syPmP1TarQ=w36-h36-p-rp-mo-ba6-br100","Marina Vandeperre","Local Guide · 542 reviews · 52 photos","8 months ago","Open company day at UZA.  Beautiful tour, super interesting.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLLODgD6nfzF6HB4IT1t9iav13Jqk6PA98pqZfCY_8dWOV2lQ=w36-h36-p-rp-mo-br100","Tom TG","30 reviews · 4 photos","8 months ago","Emergency room was definitely not ok!!
They make 80 year old men with serious stomach and intestinal problems wait for hours until late at night without information, without warning or anything like …","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXXWLMy1bUO9EAg3PRKdwzPY1RZGCpCSdODnvymzGFXmnergs1-=w36-h36-p-rp-mo-br100","Natacha Dries","5 reviews","8 months ago","Motherhouse 2022 located with a premature baby from A to Z, they helped us and assisted us in the emergency room, they were very friendly and helped quickly. I am very happy that they have listened to our story here.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
