"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjV_xb2S8kSP1_RXyAByPoYA5TmoI-ur3lTfIJRX8c3CnlieStOK=w36-h36-p-rp-mo-br100","Jacinthe Marat","10 reviews","7 months ago","Fast and precise team: very good support with very good exchanges, in English and French!","Translated by Google","・","See original (French)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIxXGSUnvpqE4nnDq2cHQGR8HF5yhnDLa_aC9dGyAd_4mu8LA=w36-h36-p-rp-mo-ba4-br100","luc de brandt","Local Guide · 81 reviews · 7 photos","7 months ago","Today route 590 done for the umpteenth time. Eye check. On 5 Nov the drinks machine was broken. Today 21 Nov still. At the counter you get the answer that it is not their problem because it depends on an external company.
That does not serve the patient / customer.
And please do not give the standard answer this time of: we do ...
Solve it. Please.
...","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWokBJQEogEfHBS8xFPQgHfK3SlEe9UXGEsNNQSA4O2-x337MU=w36-h36-p-rp-mo-br100","lindsay van renterghem","9 reviews","7 months ago","After a serious accident with a truck, I was taken to Uz Gent. Although I had no experience with this hospital, I was well cared for in both the intensive care unit and the orthopedics/traumatology department. The plastic surgeon team and the orthopedics team (Doctor Neyt / Doctor Ali / Doctor Kim deserve great praise. They have improved my quality of life. Because of them I can soon start an adventure in the rehabilitation center. I would like to thank Uz Gent and their team of nurses, doctors and logistics for all their tireless efforts. Cleaning service could be better.","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKS0oejydMe1m4HeiPUsgdzOiw8eqaX7HnrAhbv_HQpwQmHFg=w36-h36-p-rp-mo-br100","Rebecca van de walle","4 reviews","8 months ago","Prof Charel van Praet and the entire urology team, k1 k2 floor 5 top team!

After 2 years I can finally find the courage to give my 5 stars. You all helped me and each in his own way (investigating / chatting if necessary) I will never forget this
Thank you","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0wS5QBgZX1J3FLYwU2twxfX0OCLBIBDyg9QDooZdgzfXaK71T=w36-h36-p-rp-mo-br100","C F","8 reviews","8 months ago","A chemo treatment is cheaper than in the canteen, which is a shame, big business","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI7fej69vH4Hb419bre2QFVwMnpMGAo6he8qhcdYv0AmTn37Q=w36-h36-p-rp-mo-br100","Kevin Van Eeckelen","11 reviews","8 months ago","Very good experience with the dermatology department","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJaQptRBfzd50-gCeLisveIeR6w-OPAK4EhAtUiplL4vyCZtg=w36-h36-p-rp-mo-ba3-br100","Bram Croon","Local Guide · 43 reviews · 37 photos","8 months ago","How disastrous can your parking policy be? Ok, you shouldn't encourage cars, but I was stuck for 1h20 just to leave the parking lot","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUfezgg1GRizvfwO9JpHiJ4Lx6nGBnusEL25cGfAJqriq7OrdYX=w36-h36-p-rp-mo-ba5-br100","Marco Radder","Local Guide · 392 reviews · 110 photos","8 months ago","You get lost here.","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX27Ha9Svuc-hBeWupQtcbGfj7lD5WbJ5hO4R5x_717QLQimKTc=w36-h36-p-rp-mo-br100","freddy collet","4 reviews","8 months ago","The University Hospital Ghent, where I recently had surgery on my heart.
The infrastructure of the K12 fifth floor building is outdated and outdated.
The way in which maintenance work such as cleaning of the rooms is done is completely substandard, for example, an entire room for 2 people is cleaned with the same cloth, including sanitary facilities.
Parts of the room are not painted, skirting boards broken, 1 sink, there is 1 shower in the hallway for all people, just poor.
Yet the staff has a positive attitude and is competent, which makes up for a lot.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocLnEtNPzUFuJawT9R2NhgkOgToAl0ADaUE7oab-OUyfCRPcaQI=w36-h36-p-rp-mo-ba4-br100","Wim Goossens","Local Guide · 61 reviews · 571 photos","8 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJn9vzKlOsk60OQIzRvYWnJy8yrlNVqpqHs_dxRcDIFBRv8yg=w36-h36-p-rp-mo-br100","Sul Tan","11 reviews · 1 photo","8 months ago","The most arrogant doctor I have ever met here in the physical medicine department. An hour later I was asked inside and no excuses or anything and within 5 minutes I was outside again.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWa3zhEmT7z5XvPSakj18eKQK4E-FIFDf8t_i2LQiTwgpqaWCOCYQ=w36-h36-p-rp-mo-ba3-br100","Lien Peleman","Local Guide · 57 reviews · 4 photos","Edited 8 months ago","I cannot understand that we can still allow this care in 2023 and in a university hospital?

Doesn't anyone see that?
Do you receive training? Supervision ?
How is an application done?
based on ?
Fortunately, there are very well specialized therapists and psychologists.
They know how to tackle things! Thanks for this.

In an anxiety and depression department, it takes several days before you find out who is under the face mask.
That's basic care, after all, when you introduce yourself to a patient!

I spent 2 weeks in the anxiety and depression department because I fell into depression due to the death of my mother.
It did not help me, on the contrary, I became afraid of healthcare.
A disappointment in nursing staff
Fortunately, we have never had to rely on care for this. OEF

Medication is placed on the breakfast and lunch table during the weekend and you can go behind it without hesitation while everyone is having breakfast (privacy??)

Understand who can understand
but the head nurse DIna really needs a refresher; How do you deal with people who are vulnerable, she approaches you to explain the weekend arrangements but you don't even know who she is? Oh my goodness, all those vulnerable people...you should be ashamed!
Do something about it!
I also work in healthcare myself, but I can't imagine treating people like this.

And you have to pluck up the courage to ask for some support?
Still important in an anxiety and depression department? Basic care for me.

Customized care does not correspond to reality,

No individual care as described in the brochure.

Lien.","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a/ACg8ocLYcA0GYQj3zSnl7D6ulMSbkAbYYhgfYdWt4ALr87tLJ_mObA=w36-h36-p-rp-mo-ba3-br100","Florentina Movila","Local Guide · 7 reviews · 5 photos","8 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKgL78b9GTVStlFHkoLNg5R8AoCZFq2KiS6pcOjpjqjm43DIA=w36-h36-p-rp-mo-br100","valerie vanden eynde","2 reviews","8 months ago","The hospital in Zottegem said that I have to be admitted to UZ Gent, but they sent me home, I can hardly walk anymore and I feel very bad now I don't know what to do now I have a lot of pain, I feel very bad, just okay, what should I do now?","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocIsaS-oyWP5shdZHF-a7zeagHFoOex6VPguquVxCOk4qGvXPQ=w36-h36-p-rp-mo-ba4-br100","Koen De Muynck","Local Guide · 8 reviews · 37 photos","9 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVKEoXFSJXWAp2NNeniXqpUWPXTzHQ4Z8yTZF89APxqqPOXLZCUhQ=w36-h36-p-rp-mo-ba3-br100","Nathan Vandendriessche","Local Guide · 12 reviews · 12 photos","9 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLhDmAODxEIWduqaIaIC1_jZbhyRfpqWIizjZ4KKjgK1dvkmA=w36-h36-p-rp-mo-ba3-br100","albert buyle","Local Guide · 16 reviews","9 months ago","Very good!","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI7QeNMKwvrnLZlx1f9EzDHR_EsYJuu8A0fDDZaAbwKJPhcVA=w36-h36-p-rp-mo-br100","Najm Abdulrab","","9 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXxuAgIARad6jb16Iw9t8UJd9JnFX6JA-uzZ-5xGM8k3LtxejY=w36-h36-p-rp-mo-ba5-br100","Maggie van Bendegem","Local Guide · 48 reviews · 72 photos","9 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWgMzjPJ71jZ5Deoj-Sdzqi_AZlHeR5UMD_8YHsYAK3lksPBTTQKQ=w36-h36-p-rp-mo-ba2-br100","Shauntey","Local Guide · 10 reviews · 7 photos","9 months ago","“Chris” who answers the phone should be blunt somewhere else. I am calling for information about an invoice. He needs to understand that not everyone has a job that pays to be rude on the phone. Some do not immediately have a large amount to pay an invoice. I recommend having someone more sympathetic answer the phone. If there is a shortage of staff, I am also willing to do it. But “Chris” is not suitable for it.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocLIoHgO4u7Nxir2YGkyQr3ws9fUcllJQJ_BCMNzqSVZDzrzZA=w36-h36-p-rp-mo-ba2-br100","Tom Vincke","Local Guide · 20 reviews","9 months ago","👍 …","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXFveCK4yTf_SQdGK7MgI6p3q3-3FJuHa0Z8tqs2KSJO-YOFl6F=w36-h36-p-rp-mo-ba3-br100","ilse Helsen","Local Guide · 13 reviews","9 months ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUwcaYeguFhfLnLBaiDY_m_W59hUAEraWUzPH3kaUVIhBd5olNX_w=w36-h36-p-rp-mo-ba4-br100","Zain Ul Abdin","Local Guide · 91 reviews · 154 photos","9 months ago","Some departments are extremely professional and friendly but some departments are not welcome for colored people.","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVcUXsVw3h4IdXEjCYG_BiECWvLx63mhvjBXWf3Qirr06Olfco=w36-h36-p-rp-mo-br100","jorn lories","2 reviews","9 months ago","Very bad","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWTUl8nYJlQqKKt_x_BtS4iL68qp3jH4sIa5LivHnp8SAZL2iU=w36-h36-p-rp-mo-br100","Lukas","3 reviews","9 months ago","Dear

Last week my father spent three days in rehabilitation at the Ghent University Hospital after a knee prosthesis. Due to a shortage of places in the rehabilitation department, he was placed in another department. The care, and especially the pain management, was substandard.

(I am an emergency and intensive care nurse myself, and my father is a judge. I mention our professions explicitly because it seems as if some nurses are quick to make judgments and think that patients are exaggerating or seeking attention,...
My father was not taken seriously.)

1. Pain management and poor follow-up

The nurses' primary goal was to control my father's pain, but that didn't happen. He did not sleep a wink during his stay due to the enormous pain. This despite the fact that the attending physician had prescribed Oxynorm on the first day for use if necessary during his stay. My father was given this medication only once.
Why was receiving Oxynorm an absolute 'no-go' for the nurses, while this was explicitly allowed by the doctor?

In addition, my father was entitled to a new ice pack every two hours (at 2 a.m. and 4 a.m.), as it gets warm and is therefore no longer effective. However, he never received this during the night, even after he explicitly requested it from the night nurse, who replied bluntly: ""No, we're not going to do that, no time.""

2. Inconsistent policies regarding medication

The explanation my father received about his pain management differed per nurse. So many didn't seem to know that he could receive Oxynorm? Every request regarding this medication was always refused.
There was also a lot of confusion about whether or not to administer diclofenac. Some nurses refused to give this because of his hypertension, while others indicated that it was possible. The reason they gave for not giving it was because diclofenac can increase blood pressure, but this increase is minimal. In that case, why wasn't his blood pressure simply checked, instead of withholding this medication for no apparent reason?

In the end, my father only received paracetamol per os and very occasionally diclofenac, supplemented with an ice pack every now and then. This was completely inadequate considering the intensity of his pain, which was barely evaluated.

3. Neglect of other patients

Besides my father, there was another patient who was immobile. At one point this man urgently needed to urinate, but no urine bottle was provided. My mother reported this to a nurse who was at the computer, but she indicated that she had ""no time"" to help. My mother had to ask where the urine bottle was located so that she could give it to the patient. Unfortunately it was already too late; the patient had wet his bed. This could easily have been prevented with a little attention and care.

Conclusion

The care provided during my father's stay was far below standard. The lack of adequate pain control, ignoring doctor's orders, conflicting information about medication and the lack of basic care for other patients are not only worrying, but also unacceptable.

I am ashamed of how the nurses treated my father. This type of negligence and lack of care gives our profession a bad name.
Hopefully not all patients are treated in this way by the nurses involved. Fortunately, my father found two nurses who did their work with dedication and care, and he was satisfied with them.

Yours sincerely
Luke","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
